Trigonometric Expression_0_0,x - 6,tensor(0.0765),-144.8123727642474
Trigonometric Expression_0_1,65*x,tensor(0.0146),-4551.044265106183
Trigonometric Expression_0_2,x - 7,tensor(0.0674),-190.55756480561004
Trigonometric Expression_0_3,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f64047850>>
Trigonometric Expression_0_4,x - 5,tensor(0.0884),-105.30113395134647
Trigonometric Expression_0_5,x - 6,tensor(0.0765),-144.8123727642474
Trigonometric Expression_0_6,x - 7,tensor(0.0674),-190.55756480561004
Trigonometric Expression_0_7,x - 6,tensor(0.0765),-144.8123727642474
Trigonometric Expression_0_8,x - 7,tensor(0.0674),-190.55756480561004
Trigonometric Expression_0_9,x - 5,tensor(0.0884),-105.30113395134647
Trigonometric Expression_0_10,x - 6,tensor(0.0765),-144.8123727642474
Trigonometric Expression_0_11,x - 6,tensor(0.0765),-144.8123727642474
Trigonometric Expression_0_12,x - 6,tensor(0.0765),-144.8123727642474
Trigonometric Expression_0_13,x - 7,tensor(0.0674),-190.55756480561004
Trigonometric Expression_0_14,x - 6,tensor(0.0765),-144.8123727642474
Trigonometric Expression_0_15,x - 6,tensor(0.0765),-144.8123727642474
Trigonometric Expression_0_16,x - 6,tensor(0.0765),-144.8123727642474
Trigonometric Expression_0_17,x - 7,tensor(0.0674),-190.55756480561004
Trigonometric Expression_0_18,x - 6,tensor(0.0765),-144.8123727642474
Trigonometric Expression_0_19,x - 6,tensor(0.0765),-144.8123727642474
Trigonometric Expression_0_20,x - 7,tensor(0.0674),-190.55756480561004
Trigonometric Expression_0_21,x - 6,tensor(0.0765),-144.8123727642474
Trigonometric Expression_0_22,x - 8,tensor(0.0602),-242.53671007543437
Trigonometric Expression_0_23,x - 6,tensor(0.0765),-144.8123727642474
Trigonometric Expression_0_24,x - 6,tensor(0.0765),-144.8123727642474
Trigonometric Expression_0_25,x - 8,tensor(0.0602),-242.53671007543437
Trigonometric Expression_0_26,x - 7,tensor(0.0674),-190.55756480561004
Trigonometric Expression_0_27,x - 5,tensor(0.0884),-105.30113395134647
Trigonometric Expression_0_28,x - 7,tensor(0.0674),-190.55756480561004
Trigonometric Expression_0_29,x - 6,tensor(0.0765),-144.8123727642474
Trigonometric Expression_0_30,x - 6,tensor(0.0765),-144.8123727642474
Trigonometric Expression_0_31,x - 5,tensor(0.0884),-105.30113395134647
Trigonometric Expression_0_32,x - 6,tensor(0.0765),-144.8123727642474
Trigonometric Expression_0_33,x - 5,tensor(0.0884),-105.30113395134647
Trigonometric Expression_0_34,x - 7,tensor(0.0674),-190.55756480561004
Trigonometric Expression_0_35,x - 5,tensor(0.0884),-105.30113395134647
Trigonometric Expression_0_36,x - 5,tensor(0.0884),-105.30113395134647
Trigonometric Expression_0_37,x - 5,tensor(0.0884),-105.30113395134647
Trigonometric Expression_0_38,x - 6,tensor(0.0765),-144.8123727642474
Trigonometric Expression_0_39,x - 8,tensor(0.0602),-242.53671007543437
Trigonometric Expression_0_40,x - 5,tensor(0.0884),-105.30113395134647
Trigonometric Expression_0_41,x - 5,tensor(0.0884),-105.30113395134647
Trigonometric Expression_0_42,sin(x)**3,tensor(0.3925),-1.3959026660738387
Trigonometric Expression_0_43,x - 6,tensor(0.0765),-144.8123727642474
