 Nguyen-5'_0_0,exp(2*x),tensor(0.0384),-626.2617591370212
 Nguyen-5'_0_1,x + exp(x),tensor(0.0488),-378.16273382965073
 Nguyen-5'_0_2,exp(2*x),tensor(0.0384),-626.2617591370212
 Nguyen-5'_0_3,exp(2*x),tensor(0.0384),-626.2617591370212
 Nguyen-5'_0_4,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fc79c4b79a0>>
 Nguyen-5'_0_5,exp(2*x),tensor(0.0384),-626.2617591370212
 Nguyen-5'_0_6,exp(2*x),tensor(0.0384),-626.2617591370212
 Nguyen-5'_0_7,exp(x),tensor(0.0507),-350.13527025688995
 Nguyen-5'_0_8,x + atan(x),tensor(0.0742),-154.7283190545724
 Nguyen-5'_0_9,exp(x),tensor(0.0507),-350.13527025688995
 Nguyen-5'_0_10,4*x*exp(x),tensor(0.0335),-833.2234462016962
 Nguyen-5'_0_11,exp(2*x),tensor(0.0384),-626.2617591370212
 Nguyen-5'_0_12,2*sin(x),tensor(0.0747),-152.3423207318469
 Nguyen-5'_0_13,exp(2*x),tensor(0.0384),-626.2617591370212
 Nguyen-5'_0_14,exp(x + 1),tensor(0.0298),-1056.5159815268248
 Nguyen-5'_0_15,exp(2*x),tensor(0.0384),-626.2617591370212
 Nguyen-5'_0_16,4*x*exp(x),tensor(0.0335),-833.2234462016962
 Nguyen-5'_0_17,exp(2*x),tensor(0.0384),-626.2617591370212
 Nguyen-5'_0_18,exp(2*x),tensor(0.0384),-626.2617591370212
 Nguyen-5'_0_19,exp(2*x),tensor(0.0384),-626.2617591370212
 Nguyen-5'_0_20,2*sin(x),tensor(0.0747),-152.3423207318469
 Nguyen-5'_0_21,exp(2*x),tensor(0.0384),-626.2617591370212
 Nguyen-5'_0_22,exp(2*x),tensor(0.0384),-626.2617591370212
 Nguyen-5'_0_23,exp(x),tensor(0.0507),-350.13527025688995
 Nguyen-5'_0_24,x*cosh(x),tensor(0.0783),-137.6375223576854
 Nguyen-5'_0_25,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fc6b74305b0>>
 Nguyen-5'_0_26,exp(x) + cos(x),tensor(0.0401),-571.0714701683391
 Nguyen-5'_0_27,exp(2*x),tensor(0.0384),-626.2617591370212
 Nguyen-5'_0_28,exp(2*x),tensor(0.0384),-626.2617591370212
 Nguyen-5'_0_29,exp(2*x),tensor(0.0384),-626.2617591370212
 Nguyen-5'_0_30,x + tan(x),tensor(0.0695),-178.51302007745358
 Nguyen-5'_0_31,exp(2*x),tensor(0.0384),-626.2617591370212
 Nguyen-5'_0_32,exp(2*x),tensor(0.0384),-626.2617591370212
 Nguyen-5'_0_33,x*tan(1),tensor(0.0768),-143.40339158258445
 Nguyen-5'_0_34,x + cosh(x),tensor(0.0508),-348.13251345848266
 Nguyen-5'_0_35,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fc6b7430f10>>
 Nguyen-5'_0_36,x + exp(x),tensor(0.0488),-378.16273382965073
 Nguyen-5'_0_37,4*x*acos(x),tensor(0.0364),-701.3814187324842
 Nguyen-5'_0_38,x + exp(x),tensor(0.0488),-378.16273382965073
 Nguyen-5'_0_39,exp(2*x),tensor(0.0384),-626.2617591370212
 Nguyen-5'_0_40,exp(2*x),tensor(0.0384),-626.2617591370212
 Nguyen-5'_0_41,exp(2*x),tensor(0.0384),-626.2617591370212
 Nguyen-5'_0_42,x + tanh(x),tensor(0.0743),-154.11575240461426
 Nguyen-5'_0_43,exp(2*x),tensor(0.0384),-626.2617591370212
 Nguyen-5'_0_44,sinh(x)*cosh(x),tensor(0.0769),-143.06130311381233
 Nguyen-5'_0_45,exp(x),tensor(0.0507),-350.13527025688995
 Nguyen-5'_0_46,exp(2*x),tensor(0.0384),-626.2617591370212
 Nguyen-5'_0_47,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fc6b70b6fd0>>
 Nguyen-5'_0_48,2*exp(x),tensor(0.0361),-711.9962151757908
 Nguyen-5'_0_49,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fc6b70b6670>>
 Nguyen-5'_0_50,exp(2*x),tensor(0.0384),-626.2617591370212
 Nguyen-5'_0_51,cosh(x + 1),tensor(0.0419),-520.9639757125339
 Nguyen-5'_0_52,x*cosh(x),tensor(0.0783),-137.6375223576854
 Nguyen-5'_0_53,exp(2*x),tensor(0.0384),-626.2617591370212
 Nguyen-5'_0_54,exp(2*x),tensor(0.0384),-626.2617591370212
 Nguyen-5'_0_55,exp(2*x),tensor(0.0384),-626.2617591370212
 Nguyen-5'_0_56,exp(2*x),tensor(0.0384),-626.2617591370212
 Nguyen-5'_0_57,exp(2*x),tensor(0.0384),-626.2617591370212
 Nguyen-5'_0_58,exp(2*x),tensor(0.0384),-626.2617591370212
 Nguyen-5'_0_59,exp(2*x),tensor(0.0384),-626.2617591370212
 Nguyen-5'_0_60,x + tan(4),tensor(0.0513),-340.9323472310219
 Nguyen-5'_0_61,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fc79c306550>>
 Nguyen-5'_0_62,x + 2,tensor(0.0404),-564.105408611566
 Nguyen-5'_0_63,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fc79c306ca0>>
 Nguyen-5'_0_64,2*exp(x),tensor(0.0361),-711.9962151757908
 Nguyen-5'_0_65,exp(2*x),tensor(0.0384),-626.2617591370212
 Nguyen-5'_0_66,2*exp(x),tensor(0.0361),-711.9962151757908
 Nguyen-5'_0_67,exp(x),tensor(0.0507),-350.13527025688995
 Nguyen-5'_0_68,exp(x),tensor(0.0507),-350.13527025688995
 Nguyen-5'_0_69,x*(x + cosh(x)),tensor(0.0671),-192.3785475615778
 Nguyen-5'_0_70,exp(2*x),tensor(0.0384),-626.2617591370212
 Nguyen-5'_0_71,exp(2*x),tensor(0.0384),-626.2617591370212
 Nguyen-5'_0_72,exp(2*x),tensor(0.0384),-626.2617591370212
 Nguyen-5'_0_73,3*x*exp(x),tensor(0.0407),-553.3800175984901
 Nguyen-5'_0_74,exp(x + 1),tensor(0.0298),-1056.5159815268248
 Nguyen-5'_0_75,exp(2*x),tensor(0.0384),-626.2617591370212
 Nguyen-5'_0_76,sin(x) + cos(x),tensor(0.0573),-269.63105612828144
 Nguyen-5'_0_77,exp(2*x),tensor(0.0384),-626.2617591370212
 Nguyen-5'_0_78,exp(x),tensor(0.0507),-350.13527025688995
 Nguyen-5'_0_79,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fc6b7430610>>
 Nguyen-5'_0_80,x*exp(x) + 5,tensor(0.0216),-2058.7514581089763
 Nguyen-5'_0_81,exp(2*x),tensor(0.0384),-626.2617591370212
 Nguyen-5'_0_82,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fc6b4a2dee0>>
 Nguyen-5'_0_83,exp(x + 1),tensor(0.0298),-1056.5159815268248
 Nguyen-5'_0_84,exp(2*x),tensor(0.0384),-626.2617591370212
 Nguyen-5'_0_85,x*asinh(x) + sinh(x),tensor(0.0690),-181.13616265526812
 Nguyen-5'_0_86,exp(2*x),tensor(0.0384),-626.2617591370212
 Nguyen-5'_0_87,asinh(3*x),tensor(0.0720),-165.18047346088866
 Nguyen-5'_0_88,exp(x),tensor(0.0507),-350.13527025688995
 Nguyen-5'_0_89,exp(2*x),tensor(0.0384),-626.2617591370212
 Nguyen-5'_0_90,exp(2*x),tensor(0.0384),-626.2617591370212
 Nguyen-5'_0_91,exp(2*x),tensor(0.0384),-626.2617591370212
 Nguyen-5'_0_92,exp(x)*atanh(x),tensor(0.0570),-272.65267553940083
 Nguyen-5'_0_93,exp(2*x),tensor(0.0384),-626.2617591370212
 Nguyen-5'_0_94,x + 3,tensor(0.0322),-904.2688710131773
