Exponential Decay with Sine_0_0,sin(x),tensor(0.5613),0.38931063500729046
Exponential Decay with Sine_0_1,sin(x),tensor(0.5613),0.38931063500729046
Exponential Decay with Sine_0_2,cos(x),tensor(0.4643),-0.33174237168168164
Exponential Decay with Sine_0_3,x,tensor(0.5695),0.4283739211995491
Exponential Decay with Sine_0_4,tan(sin(x)),tensor(0.5765),0.4604035104164286
Exponential Decay with Sine_0_5,x,tensor(0.5695),0.4283739211995491
Exponential Decay with Sine_0_6,atan(x),tensor(0.5574),0.3693936477194364
Exponential Decay with Sine_0_7,sin(x),tensor(0.5613),0.38931063500729046
Exponential Decay with Sine_0_8,x,tensor(0.5695),0.4283739211995491
Exponential Decay with Sine_0_9,cos(x),tensor(0.4643),-0.33174237168168164
Exponential Decay with Sine_0_10,cos(x),tensor(0.4643),-0.33174237168168164
Exponential Decay with Sine_0_11,x,tensor(0.5695),0.4283739211995491
Exponential Decay with Sine_0_12,x,tensor(0.5695),0.4283739211995491
Exponential Decay with Sine_0_13,tan(x),tensor(0.5939),0.53251938189632
Exponential Decay with Sine_0_14,x,tensor(0.5695),0.4283739211995491
Exponential Decay with Sine_0_15,sin(x),tensor(0.5613),0.38931063500729046
Exponential Decay with Sine_0_16,sin(x),tensor(0.5613),0.38931063500729046
Exponential Decay with Sine_0_17,sinh(x),tensor(0.5783),0.46846747423812274
Exponential Decay with Sine_0_18,atan(x),tensor(0.5574),0.3693936477194364
Exponential Decay with Sine_0_19,cos(x),tensor(0.4643),-0.33174237168168164
Exponential Decay with Sine_0_20,exp(x),tensor(0.4937),-0.05161817504561306
Exponential Decay with Sine_0_21,tanh(x),tensor(0.5563),0.36409817134005906
Exponential Decay with Sine_0_22,x,tensor(0.5695),0.4283739211995491
Exponential Decay with Sine_0_23,sin(x),tensor(0.5613),0.38931063500729046
Exponential Decay with Sine_0_24,atan(x),tensor(0.5574),0.3693936477194364
Exponential Decay with Sine_0_25,atan(x),tensor(0.5574),0.3693936477194364
Exponential Decay with Sine_0_26,x,tensor(0.5695),0.4283739211995491
Exponential Decay with Sine_0_27,x,tensor(0.5695),0.4283739211995491
Exponential Decay with Sine_0_28,sin(x),tensor(0.5613),0.38931063500729046
Exponential Decay with Sine_0_29,x,tensor(0.5695),0.4283739211995491
Exponential Decay with Sine_0_30,tan(x),tensor(0.5939),0.53251938189632
Exponential Decay with Sine_0_31,tanh(x),tensor(0.5563),0.36409817134005906
Exponential Decay with Sine_0_32,sin(x),tensor(0.5613),0.38931063500729046
Exponential Decay with Sine_0_33,tan(x),tensor(0.5939),0.53251938189632
Exponential Decay with Sine_0_34,exp(x),tensor(0.4937),-0.05161817504561306
Exponential Decay with Sine_0_35,x,tensor(0.5695),0.4283739211995491
Exponential Decay with Sine_0_36,atanh(x),tensor(0.6078),0.583710550999454
Exponential Decay with Sine_0_37,cos(x),tensor(0.4643),-0.33174237168168164
Exponential Decay with Sine_0_38,sin(x),tensor(0.5613),0.38931063500729046
Exponential Decay with Sine_0_39,cos(x),tensor(0.4643),-0.33174237168168164
Exponential Decay with Sine_0_40,sin(x),tensor(0.5613),0.38931063500729046
Exponential Decay with Sine_0_41,x,tensor(0.5695),0.4283739211995491
Exponential Decay with Sine_0_42,x,tensor(0.5695),0.4283739211995491
Exponential Decay with Sine_0_43,atan(x),tensor(0.5574),0.3693936477194364
Exponential Decay with Sine_0_44,tan(x),tensor(0.5939),0.53251938189632
Exponential Decay with Sine_0_45,tanh(x),tensor(0.5563),0.36409817134005906
Exponential Decay with Sine_0_46,cos(x),tensor(0.4643),-0.33174237168168164
Exponential Decay with Sine_0_47,sin(x),tensor(0.5613),0.38931063500729046
Exponential Decay with Sine_0_48,atan(x),tensor(0.5574),0.3693936477194364
Exponential Decay with Sine_0_49,sin(x),tensor(0.5613),0.38931063500729046
Exponential Decay with Sine_0_50,sin(x),tensor(0.5613),0.38931063500729046
Exponential Decay with Sine_0_51,sin(x),tensor(0.5613),0.38931063500729046
Exponential Decay with Sine_0_52,x,tensor(0.5695),0.4283739211995491
Exponential Decay with Sine_0_53,atan(x),tensor(0.5574),0.3693936477194364
Exponential Decay with Sine_0_54,sin(x),tensor(0.5613),0.38931063500729046
Exponential Decay with Sine_0_55,x,tensor(0.5695),0.4283739211995491
Exponential Decay with Sine_0_56,sin(x),tensor(0.5613),0.38931063500729046
Exponential Decay with Sine_0_57,tanh(x),tensor(0.5563),0.36409817134005906
Exponential Decay with Sine_0_58,sin(x),tensor(0.5613),0.38931063500729046
Exponential Decay with Sine_0_59,sin(x),tensor(0.5613),0.38931063500729046
Exponential Decay with Sine_0_60,cos(x),tensor(0.4643),-0.33174237168168164
Exponential Decay with Sine_0_61,x,tensor(0.5695),0.4283739211995491
Exponential Decay with Sine_0_62,x,tensor(0.5695),0.4283739211995491
Exponential Decay with Sine_0_63,x,tensor(0.5695),0.4283739211995491
Exponential Decay with Sine_0_64,atan(x),tensor(0.5574),0.3693936477194364
