 Nguyen-7_0_0,x*exp(x),tensor(0.1658),-24.30878154650918
 Nguyen-7_0_1,x*tan(x),tensor(0.1134),-60.17856522830142
 Nguyen-7_0_2,tan(x),tensor(0.1647),-24.7378879299206
 Nguyen-7_0_3,sin(2*x),tensor(0.3648),-2.032801310319645
 Nguyen-7_0_4,x + sin(asinh(x)),tensor(0.7306),0.8639932944963248
 Nguyen-7_0_5,x,tensor(0.6745),0.7670324290357845
 Nguyen-7_0_6,2*sin(x),tensor(0.7107),0.8343770138122383
 Nguyen-7_0_7,sin(2*x),tensor(0.3648),-2.032801310319645
 Nguyen-7_0_8,x + sin(x),tensor(0.7104),0.833894983561503
 Nguyen-7_0_9,tan(x) + asin(x),tensor(0.),0
 Nguyen-7_0_10,x,tensor(0.6745),0.7670324290357845
 Nguyen-7_0_11,x + tan(x),tensor(0.1752),-21.161288251509966
 Nguyen-7_0_12,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fc6b6e97040>>
 Nguyen-7_0_13,x + sin(x),tensor(0.7104),0.833894983561503
 Nguyen-7_0_14,x*exp(x),tensor(0.1658),-24.30878154650918
 Nguyen-7_0_15,asin(x),tensor(0.),0
 Nguyen-7_0_16,x + sin(x),tensor(0.7104),0.833894983561503
 Nguyen-7_0_17,x*exp(x),tensor(0.1658),-24.30878154650918
 Nguyen-7_0_18,x + sin(x),tensor(0.7104),0.833894983561503
 Nguyen-7_0_19,2*sin(x),tensor(0.7107),0.8343770138122383
 Nguyen-7_0_20,tan(x),tensor(0.1647),-24.7378879299206
 Nguyen-7_0_21,x*exp(x) + x,tensor(0.1385),-37.69292542563488
 Nguyen-7_0_22,x + sin(x),tensor(0.7104),0.833894983561503
 Nguyen-7_0_23,x + sin(x),tensor(0.7104),0.833894983561503
 Nguyen-7_0_24,x + sin(x),tensor(0.7104),0.833894983561503
 Nguyen-7_0_25,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fc79c4f74f0>>
 Nguyen-7_0_26,x + tanh(x),tensor(0.7378),0.8736513105265117
 Nguyen-7_0_27,tanh(x),tensor(0.4999),-0.0010443062808371817
 Nguyen-7_0_28,2*sin(x),tensor(0.7107),0.8343770138122383
 Nguyen-7_0_29,tanh(x),tensor(0.4999),-0.0010443062808371817
 Nguyen-7_0_30,tan(x),tensor(0.1647),-24.7378879299206
 Nguyen-7_0_31,x + cos(x),tensor(0.5368),0.25541426016282487
 Nguyen-7_0_32,tan(x),tensor(0.1647),-24.7378879299206
 Nguyen-7_0_33,x + exp(x),tensor(0.2138),-12.523831080383253
 Nguyen-7_0_34,x + tanh(x),tensor(0.7378),0.8736513105265117
 Nguyen-7_0_35,x*exp(x),tensor(0.1658),-24.30878154650918
 Nguyen-7_0_36,tan(x),tensor(0.1647),-24.7378879299206
 Nguyen-7_0_37,sin(2*x),tensor(0.3648),-2.032801310319645
 Nguyen-7_0_38,2*sin(x),tensor(0.7107),0.8343770138122383
 Nguyen-7_0_39,sin(2*x),tensor(0.3648),-2.032801310319645
 Nguyen-7_0_40,x + tanh(x),tensor(0.7378),0.8736513105265117
 Nguyen-7_0_41,x,tensor(0.6745),0.7670324290357845
 Nguyen-7_0_42,x + sin(x),tensor(0.7104),0.833894983561503
 Nguyen-7_0_43,x*exp(x),tensor(0.1658),-24.30878154650918
 Nguyen-7_0_44,x + sin(x),tensor(0.7104),0.833894983561503
 Nguyen-7_0_45,x + sin(x),tensor(0.7104),0.833894983561503
 Nguyen-7_0_46,x + tan(x),tensor(0.1752),-21.161288251509966
 Nguyen-7_0_47,tan(x),tensor(0.1647),-24.7378879299206
 Nguyen-7_0_48,sin(2*x),tensor(0.3648),-2.032801310319645
 Nguyen-7_0_49,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fc79c47aeb0>>
 Nguyen-7_0_50,asin(x),tensor(0.),0
 Nguyen-7_0_51,sin(2*x),tensor(0.3648),-2.032801310319645
 Nguyen-7_0_52,2*sin(x),tensor(0.7107),0.8343770138122383
 Nguyen-7_0_53,asin(x),tensor(0.),0
 Nguyen-7_0_54,x + sin(2*x),tensor(0.5504),0.33293465049904036
 Nguyen-7_0_55,2*sin(x),tensor(0.7107),0.8343770138122383
 Nguyen-7_0_56,x,tensor(0.6745),0.7670324290357845
 Nguyen-7_0_57,2*sin(x),tensor(0.7107),0.8343770138122383
 Nguyen-7_0_58,sin(2*x),tensor(0.3648),-2.032801310319645
 Nguyen-7_0_59,x + asinh(x),tensor(0.6419),0.6887250687047096
 Nguyen-7_0_60,x + asin(x),tensor(0.),0
 Nguyen-7_0_61,2*sin(x),tensor(0.7107),0.8343770138122383
 Nguyen-7_0_62,2*sin(x),tensor(0.7107),0.8343770138122383
