Sine Function Composition_0_0,5 - x,tensor(0.0867),-110.05959885108014
Sine Function Composition_0_1,3*exp(x),tensor(0.1175),-55.38752903261704
Sine Function Composition_0_2,x + exp(x) - 4,tensor(0.1423),-35.34705590440381
Sine Function Composition_0_3,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f90019820>>
Sine Function Composition_0_4,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6d9cd7c0>>
Sine Function Composition_0_5,x + exp(x) + 4,tensor(0.0876),-107.57420799948187
Sine Function Composition_0_6,x + 5,tensor(0.0903),-100.39084937952936
Sine Function Composition_0_7,x + 6,tensor(0.0764),-145.08965094811057
Sine Function Composition_0_8,x + 5,tensor(0.0903),-100.39084937952936
Sine Function Composition_0_9,x + tan(x) + 4,tensor(0.1101),-64.33148997954041
Sine Function Composition_0_10,exp(x) + 5,tensor(0.0743),-154.1143138429983
Sine Function Composition_0_11,x + 5,tensor(0.0903),-100.39084937952936
Sine Function Composition_0_12,5 - x,tensor(0.0867),-110.05959885108014
Sine Function Composition_0_13,cos(x) + 5,tensor(0.0775),-140.81348957748784
Sine Function Composition_0_14,x + 6,tensor(0.0764),-145.08965094811057
Sine Function Composition_0_15,x + 6,tensor(0.0764),-145.08965094811057
Sine Function Composition_0_16,x + 6,tensor(0.0764),-145.08965094811057
Sine Function Composition_0_17,x + 5,tensor(0.0903),-100.39084937952936
Sine Function Composition_0_18,x + 5,tensor(0.0903),-100.39084937952936
Sine Function Composition_0_19,3*x + 6,tensor(0.0762),-145.9809247486011
Sine Function Composition_0_20,x + 6,tensor(0.0764),-145.08965094811057
Sine Function Composition_0_21,x + 6,tensor(0.0764),-145.08965094811057
Sine Function Composition_0_22,x + 6,tensor(0.0764),-145.08965094811057
Sine Function Composition_0_23,cosh(x) + 3,tensor(0.1040),-73.18777655029986
Sine Function Composition_0_24,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c1b78e0>>
Sine Function Composition_0_25,x + 6,tensor(0.0764),-145.08965094811057
Sine Function Composition_0_26,x + exp(x) + 4,tensor(0.0876),-107.57420799948187
Sine Function Composition_0_27,sin(x) + acosh(x),tensor(0.),0
Sine Function Composition_0_28,exp(x) + 4,tensor(0.0874),-107.95583781104759
Sine Function Composition_0_29,x + 6,tensor(0.0764),-145.08965094811057
Sine Function Composition_0_30,x + sin(x) + 5,tensor(0.0906),-99.82413919225009
Sine Function Composition_0_31,x + 6,tensor(0.0764),-145.08965094811057
Sine Function Composition_0_32,x + exp(x) + 4,tensor(0.0876),-107.57420799948187
Sine Function Composition_0_33,x + exp(x) + 4,tensor(0.0876),-107.57420799948187
Sine Function Composition_0_34,x + 5,tensor(0.0903),-100.39084937952936
Sine Function Composition_0_35,x + 5,tensor(0.0903),-100.39084937952936
Sine Function Composition_0_36,x + 6,tensor(0.0764),-145.08965094811057
Sine Function Composition_0_37,x + 7,tensor(0.0662),-197.93165990302754
Sine Function Composition_0_38,x + 5,tensor(0.0903),-100.39084937952936
Sine Function Composition_0_39,x + 5,tensor(0.0903),-100.39084937952936
Sine Function Composition_0_40,x + 6,tensor(0.0764),-145.08965094811057
Sine Function Composition_0_41,x + 6,tensor(0.0764),-145.08965094811057
Sine Function Composition_0_42,x + 6,tensor(0.0764),-145.08965094811057
Sine Function Composition_0_43,x + 5,tensor(0.0903),-100.39084937952936
Sine Function Composition_0_44,x + 5,tensor(0.0903),-100.39084937952936
Sine Function Composition_0_45,6 - x,tensor(0.0740),-155.72969798277177
Sine Function Composition_0_46,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6d9cd2b0>>
Sine Function Composition_0_47,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6d9cddf0>>
Sine Function Composition_0_48,x + sin(x) + 5,tensor(0.0906),-99.82413919225009
Sine Function Composition_0_49,x + 6,tensor(0.0764),-145.08965094811057
Sine Function Composition_0_50,x + sin(x) + 5,tensor(0.0906),-99.82413919225009
Sine Function Composition_0_51,exp(x) + 4,tensor(0.0874),-107.95583781104759
Sine Function Composition_0_52,x + 6,tensor(0.0764),-145.08965094811057
Sine Function Composition_0_53,x + 6,tensor(0.0764),-145.08965094811057
Sine Function Composition_0_54,5 - x,tensor(0.0867),-110.05959885108014
Sine Function Composition_0_55,sin(x) + 6,tensor(0.0763),-145.36467134422213
Sine Function Composition_0_56,x + tan(x) + 5,tensor(0.0904),-100.25015623352871
Sine Function Composition_0_57,x + sin(x) + 4,tensor(0.1106),-63.702109718013034
Sine Function Composition_0_58,x + exp(x) + 4,tensor(0.0876),-107.57420799948187
Sine Function Composition_0_59,x + exp(x) + 5,tensor(0.0745),-153.24703524987737
Sine Function Composition_0_60,x + 5,tensor(0.0903),-100.39084937952936
Sine Function Composition_0_61,x + 5,tensor(0.0903),-100.39084937952936
Sine Function Composition_0_62,x + 6,tensor(0.0764),-145.08965094811057
Sine Function Composition_0_63,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eec131af0>>
Sine Function Composition_0_64,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eec131130>>
Sine Function Composition_0_65,x + exp(x) + 4,tensor(0.0876),-107.57420799948187
Sine Function Composition_0_66,4*exp(x),tensor(0.0900),-101.27671102729494
Sine Function Composition_0_67,exp(x) + 5,tensor(0.0743),-154.1143138429983
Sine Function Composition_0_68,x + 6,tensor(0.0764),-145.08965094811057
Sine Function Composition_0_69,x + 5,tensor(0.0903),-100.39084937952936
Sine Function Composition_0_70,x + 6,tensor(0.0764),-145.08965094811057
Sine Function Composition_0_71,x + 4,tensor(0.1105),-63.835255197283885
Sine Function Composition_0_72,asin(x) + 6,tensor(0.0765),-144.69435655793626
Sine Function Composition_0_73,x + cos(x) + 4,tensor(0.0932),-93.75938287180632
Sine Function Composition_0_74,x + 6,tensor(0.0764),-145.08965094811057
Sine Function Composition_0_75,x + 6,tensor(0.0764),-145.08965094811057
Sine Function Composition_0_76,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f2c1c9880>>
Sine Function Composition_0_77,x + 6,tensor(0.0764),-145.08965094811057
