 Nguyen-5'_0_0,x + tan(x),tensor(0.0702),-174.6393160378556
 Nguyen-5'_0_1,x**4 + 2*x,tensor(0.0680),-186.63434974778215
 Nguyen-5'_0_2,5*x*exp(x),tensor(0.0296),-1076.0786450397748
 Nguyen-5'_0_3,x*exp(2*x),tensor(0.0488),-378.4144594749814
 Nguyen-5'_0_4,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e008f2e0>>
 Nguyen-5'_0_5,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f8180340>>
 Nguyen-5'_0_6,4*x + log(sqrt(x)),tensor(0.),0
 Nguyen-5'_0_7,x**6/6,tensor(0.0842),-117.37787306982105
 Nguyen-5'_0_8,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6928074880>>
 Nguyen-5'_0_9,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f695816ce50>>
 Nguyen-5'_0_10,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f699820fa90>>
 Nguyen-5'_0_11,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f699820fd90>>
 Nguyen-5'_0_12,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f699820f760>>
 Nguyen-5'_0_13,cosh(x)/2,tensor(0.0655),-202.76828348695665
 Nguyen-5'_0_14,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6990157940>>
 Nguyen-5'_0_15,x**2 + 2*x,tensor(0.0650),-206.19906121721712
 Nguyen-5'_0_16,x**3 + 2*x,tensor(0.0669),-193.82836758691036
 Nguyen-5'_0_17,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69280b4040>>
 Nguyen-5'_0_18,x + sin(x)**2,tensor(0.0726),-162.0402687976218
 Nguyen-5'_0_19,6*x**3,tensor(0.0546),-298.3122190078553
 Nguyen-5'_0_20,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc74adc0>>
 Nguyen-5'_0_21,x/3 + sin(x),tensor(0.0801),-130.76633110651366
 Nguyen-5'_0_22,x**2 + x + 10,tensor(0.0135),-5351.433113719484
 Nguyen-5'_0_23,2*x - 2,tensor(0.1199),-52.91458788792556
 Nguyen-5'_0_24,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f81c7bb0>>
 Nguyen-5'_0_25,3*x + log(3),tensor(0.0475),-401.30718633177474
 Nguyen-5'_0_26,x**2*exp(5),tensor(0.0024),-171931.2434944499
 Nguyen-5'_0_27,3*sin(x),tensor(0.0659),-199.996758383778
 Nguyen-5'_0_28,x**3 + sin(x),tensor(0.0777),-139.8891168107907
 Nguyen-5'_0_29,5*x**4 + x,tensor(0.0511),-343.9546230300363
 Nguyen-5'_0_30,x*(x + 2),tensor(0.0650),-206.19906121721712
 Nguyen-5'_0_31,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f80d49a0>>
 Nguyen-5'_0_32,cos(x) + acos(x),tensor(0.0373),-663.9411672742476
 Nguyen-5'_0_33,sin(x)/x**2,tensor(0.0063),-25248.872210199865
 Nguyen-5'_0_34,2*x + cos(x),tensor(0.0550),-294.10379750544524
 Nguyen-5'_0_35,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc146700>>
 Nguyen-5'_0_36,exp(x**2),tensor(0.0483),-387.42169546421167
 Nguyen-5'_0_37,x*exp(x) + x,tensor(0.0619),-228.4656617575164
 Nguyen-5'_0_38,2*x**3 + x,tensor(0.0704),-173.3112861225366
 Nguyen-5'_0_39,x - tan(x),tensor(0.0845),-116.43927222991096
 Nguyen-5'_0_40,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b112cb80>>
 Nguyen-5'_0_41,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f8125a30>>
 Nguyen-5'_0_42,atan(6*x),tensor(0.0730),-160.4614298580347
 Nguyen-5'_0_43,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f695808fdf0>>
 Nguyen-5'_0_44,4*x**3 + x,tensor(0.0578),-264.6872803730108
 Nguyen-5'_0_45,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2f7ee50>>
 Nguyen-5'_0_46,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69901349d0>>
 Nguyen-5'_0_47,x**2 + x,tensor(0.0707),-171.97269185188065
 Nguyen-5'_0_48,4*asin(x),tensor(0.0486),-381.94868181446964
 Nguyen-5'_0_49,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69901da400>>
 Nguyen-5'_0_50,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b18e91f0>>
 Nguyen-5'_0_51,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b18e90d0>>
 Nguyen-5'_0_52,x**5*exp(x),tensor(0.0771),-142.2879607004695
 Nguyen-5'_0_53,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69580c2dc0>>
 Nguyen-5'_0_54,tan(x + 2),tensor(0.0020),-240971.99631348564
 Nguyen-5'_0_55,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f692817c490>>
 Nguyen-5'_0_56,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f699820f310>>
 Nguyen-5'_0_57,x - cos(x),tensor(0.1322),-42.05510300700806
 Nguyen-5'_0_58,4*x + 1,tensor(0.0443),-464.97852666435335
 Nguyen-5'_0_59,x**2 + x + exp(x),tensor(0.0453),-442.52479821259493
 Nguyen-5'_0_60,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6990069c10>>
 Nguyen-5'_0_61,-cosh(x),tensor(0.1972),-15.579690956738823
 Nguyen-5'_0_62,x**2 + 2*x,tensor(0.0650),-206.19906121721712
 Nguyen-5'_0_63,x*acos(x),tensor(0.0877),-107.09015362672439
 Nguyen-5'_0_64,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc4c0df0>>
 Nguyen-5'_0_65,x**2 + x + 8,tensor(0.0161),-3731.348744754651
 Nguyen-5'_0_66,x**2 + exp(x),tensor(0.0471),-407.5935072265099
 Nguyen-5'_0_67,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69981a3ac0>>
 Nguyen-5'_0_68,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f81a98e0>>
 Nguyen-5'_0_69,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f81a97c0>>
 Nguyen-5'_0_70,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f81a9520>>
 Nguyen-5'_0_71,x + atan(x),tensor(0.0745),-153.23178256123376
