mean,top,invalid
0.03911084681749344,0.05697917565703392,24
0.0341651476919651,0.0724274218082428,37
0.0322103276848793,0.06451671570539474,34
0.03059169463813305,0.06035161018371582,35
0.027549121528863907,0.06962688267230988,40
0.02781134657561779,0.0527132973074913,35
0.026533253490924835,0.06962688267230988,38
0.021907681599259377,0.06962688267230988,56
0.022633099928498268,0.06962688267230988,51
0.020675186067819595,0.06058099865913391,59
0.022050028666853905,0.08490793406963348,56
0.01765635795891285,0.049224480986595154,66
0.013273226097226143,0.044801514595746994,81
0.016570717096328735,0.05884872004389763,71
0.018052583560347557,0.10132283717393875,72
0.018449537456035614,0.1108417883515358,69
0.012646358460187912,0.051460303366184235,84
0.018681524321436882,0.10563798993825912,65
0.01759679988026619,0.06398093700408936,70
0.017750989645719528,0.06398093700408936,67
0.013425576500594616,0.044801514595746994,76
0.01667357236146927,0.06962688267230988,70
0.014668677002191544,0.0527132973074913,78
0.014249632135033607,0.07850942760705948,79
0.012156739830970764,0.06962688267230988,87
0.014436118304729462,0.05321643128991127,75
0.014626719057559967,0.06851956993341446,78
0.017621882259845734,0.06398830562829971,66
0.020228777080774307,0.06962688267230988,60
0.015135066583752632,0.052377477288246155,74
0.01818876340985298,0.045173127204179764,63
0.013644490391016006,0.04868481680750847,79
0.016019992530345917,0.05646711587905884,70
0.014844857156276703,0.06141606345772743,75
0.011964105069637299,0.05449148267507553,82
0.013466928154230118,0.05245349556207657,79
0.014953016303479671,0.05697917565703392,75
0.012556659057736397,0.04868481680750847,77
0.016150396317243576,0.045887455344200134,69
0.016731319949030876,0.05646859481930733,66
0.01478184200823307,0.05175580829381943,74
0.014573054388165474,0.045173127204179764,74
0.01579401269555092,0.10132283717393875,73
0.016124602407217026,0.05492495000362396,71
0.016378164291381836,0.05321643128991127,70
0.013640901073813438,0.052377477288246155,76
0.016491146758198738,0.07469556480646133,71
0.015380306169390678,0.08980043977499008,72
0.009749596007168293,0.04365502670407295,89
0.01303945668041706,0.05160752311348915,78
0.015923261642456055,0.04940817132592201,71
0.015560029074549675,0.045887455344200134,69
0.017524482682347298,0.08125986158847809,67
0.01602642983198166,0.04915463179349899,72
0.01195622980594635,0.0439174622297287,83
0.015112173743546009,0.05986976623535156,73
0.018606502562761307,0.25738295912742615,68
0.012779206037521362,0.06228356435894966,82
0.013403083197772503,0.10490584373474121,80
0.013810963369905949,0.04796695336699486,77
0.015097571536898613,0.045989979058504105,71
0.017580006271600723,0.05064265429973602,66
0.013172721490263939,0.05156558007001877,79
