 Nguyen-5_0_0,-x**4/4 + x**3/3 + x,tensor(0.2886),-5.078448609823766
 Nguyen-5_0_1,3*E*x,tensor(0.0811),-127.23780486143804
 Nguyen-5_0_2,x*cosh(x) - x,tensor(0.2697),-6.32929477719616
 Nguyen-5_0_3,sin(4*x**2)/8,tensor(0.2502),-7.979139399449583
 Nguyen-5_0_4,8*x**2,tensor(0.0790),-134.94540842426
 Nguyen-5_0_5,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f140a634d90>>
 Nguyen-5_0_6,exp(2*x + 4),tensor(0.0028),-124290.87388679913
 Nguyen-5_0_7,4*log(x),tensor(0.),0
 Nguyen-5_0_8,x**3*sin(x),tensor(0.2296),-10.258825430362162
 Nguyen-5_0_9,x - sin(x + 4),tensor(0.1940),-16.25426749309246
 Nguyen-5_0_10,2*x**(3/2)/3,tensor(0.),0
 Nguyen-5_0_11,4*x + 4*log(x),tensor(0.),0
 Nguyen-5_0_12,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f11ae122690>>
 Nguyen-5_0_13,x*exp(5*x),tensor(0.0128),-5906.99509975475
 Nguyen-5_0_14,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f140a64d290>>
 Nguyen-5_0_15,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f140a64e290>>
 Nguyen-5_0_16,x*(x**4 + x)**3,tensor(0.1734),-21.74008960551654
 Nguyen-5_0_17,x,tensor(0.2840),-5.357102660773727
 Nguyen-5_0_18,4*x - 3,tensor(0.1162),-56.88694078078062
 Nguyen-5_0_19,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f140a649010>>
 Nguyen-5_0_20,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f140a649090>>
 Nguyen-5_0_21,2*x + exp(2*x),tensor(0.0965),-86.72232401041106
 Nguyen-5_0_22,x*(x + sin(x) + 2),tensor(0.1759),-20.93733071943999
 Nguyen-5_0_23,-2*x*cos(x),tensor(0.1858),-18.209074314715178
 Nguyen-5_0_24,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f140a64b910>>
 Nguyen-5_0_25,(x + asin(x))**4,tensor(0.0385),-621.6520892268207
 Nguyen-5_0_26,(2 - 2*x)*exp(x),tensor(0.1261),-47.04652305564094
 Nguyen-5_0_27,pi/(8*x),tensor(0.1440),-34.31028465551592
 Nguyen-5_0_28,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f140a65a150>>
 Nguyen-5_0_29,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f140a658190>>
 Nguyen-5_0_30,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f140a65a2d0>>
 Nguyen-5_0_31,2*x*(x + 1),tensor(0.1727),-21.96014334359128
 Nguyen-5_0_32,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f140a635bd0>>
 Nguyen-5_0_33,2/sinh(x),tensor(0.0360),-716.4831143728156
 Nguyen-5_0_34,-cos(exp(x/3)),tensor(0.4081),-1.1035692624963462
 Nguyen-5_0_35,-x**3/3 - 2*x**2 + x,tensor(0.3820),-1.6178556959967367
 Nguyen-5_0_36,x**2 + 2*x,tensor(0.2069),-13.69750421669912
 Nguyen-5_0_37,4*asin(x),tensor(0.1353),-39.83059482505156
 Nguyen-5_0_38,4*sin(2*x),tensor(0.1230),-49.87288655332817
 Nguyen-5_0_39,x**2/2 + 2*x*log(x) - x,tensor(0.),0
 Nguyen-5_0_40,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f140a6580d0>>
 Nguyen-5_0_41,x**2 + x + tan(1),tensor(0.1199),-52.87193940387468
 Nguyen-5_0_42,exp(4*x**2)/4,tensor(0.0838),-118.59457763318855
 Nguyen-5_0_43,x*tan(2),tensor(0.1588),-27.040199196730082
 Nguyen-5_0_44,sinh(2*x)/2,tensor(0.2670),-6.534768092310798
 Nguyen-5_0_45,x**3 + 3*x,tensor(0.1699),-22.883708714294563
 Nguyen-5_0_46,x/(2 - x),tensor(0.2599),-7.112234501722373
 Nguyen-5_0_47,x**2*(x**2 + x),tensor(0.2347),-9.632065860737287
 Nguyen-5_0_48,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f140a469c90>>
 Nguyen-5_0_49,tan(4*x + 2),tensor(0.0480),-391.7519412704678
 Nguyen-5_0_50,4*x + exp(x) + 1,tensor(0.0929),-94.36902261285547
 Nguyen-5_0_51,x*cos(x) - x,tensor(0.2468),-8.313581870612259
 Nguyen-5_0_52,8*x**7,tensor(0.1556),-28.470215710196893
 Nguyen-5_0_53,2*exp(2*x + 2),tensor(0.0103),-9264.374231618052
 Nguyen-5_0_54,2*x + 2*acos(x),tensor(0.0855),-113.25888514652755
 Nguyen-5_0_55,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f140a47bb10>>
 Nguyen-5_0_56,x**3*cos(4),tensor(0.2413),-8.882778176834059
 Nguyen-5_0_57,sqrt(2)/x,tensor(0.0497),-364.5258489929314
 Nguyen-5_0_58,2*x**5/5 + x**3/3 + 2*x,tensor(0.2252),-10.840109300363336
 Nguyen-5_0_59,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f140a64c7d0>>
 Nguyen-5_0_60,x**2*(x**2 + x),tensor(0.2347),-9.632065860737287
 Nguyen-5_0_61,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f140a482e50>>
 Nguyen-5_0_62,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f140a482a50>>
 Nguyen-5_0_63,x**5,tensor(0.2676),-6.490771557883873
 Nguyen-5_1_0,x**4 + 3*x**2/2,tensor(0.1661),-24.199035790529745
 Nguyen-5_1_1,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f140a527c90>>
