mean,top,invalid
0.038118310272693634,0.26151660084724426,27
0.042081862688064575,0.21221792697906494,34
0.043224919587373734,0.2118072509765625,45
0.033548831939697266,0.13606023788452148,56
0.03245079889893532,0.26151660084724426,65
0.026842236518859863,0.26151660084724426,75
0.027303898707032204,0.191021129488945,75
0.022809859365224838,0.19021788239479065,85
0.03005349263548851,0.2766769230365753,70
0.02386874333024025,0.09093691408634186,73
0.02428528666496277,0.26151660084724426,83
0.028449714183807373,0.1973215788602829,75
0.024198023602366447,0.15141423046588898,76
0.024300560355186462,0.2982170283794403,86
0.02421044558286667,0.25716933608055115,76
0.0239807590842247,0.3526757061481476,82
0.022473178803920746,0.5303312540054321,86
0.03579062223434448,0.2982170283794403,63
0.032691627740859985,0.3413369059562683,73
0.02694803476333618,0.134648859500885,65
0.02674470655620098,0.2982170283794403,74
0.03007504716515541,0.2982170283794403,71
0.0363166518509388,0.3587367534637451,67
0.030646298080682755,0.26151660084724426,73
0.025351881980895996,0.264465868473053,80
0.02549011819064617,0.251012921333313,79
0.03169615566730499,0.2982170283794403,67
0.0297764353454113,0.26151660084724426,73
0.030759844928979874,0.1495722532272339,66
0.03418063372373581,0.3666405975818634,71
0.028466807678341866,0.2982170283794403,76
0.03207977116107941,0.25716933608055115,70
0.03229209780693054,0.2982170283794403,69
0.02581048756837845,0.21221792697906494,79
0.033240076154470444,0.2982170283794403,70
0.037111639976501465,0.2982170283794403,66
0.03209453821182251,0.18727058172225952,69
0.03492600843310356,0.36859455704689026,73
0.02971275895833969,0.26151660084724426,67
0.04667428135871887,0.490603506565094,68
0.03497805446386337,0.490603506565094,66
0.044552966952323914,0.490603506565094,69
0.03410238027572632,0.2982170283794403,70
0.032150015234947205,0.2982170283794403,66
0.032110411673784256,0.26151660084724426,77
0.03569735959172249,0.26151660084724426,67
0.03756972774863243,0.26151660084724426,62
0.04460228979587555,0.26151660084724426,68
0.032986633479595184,0.2982170283794403,74
0.03839661553502083,0.2527220547199249,63
0.030895262956619263,0.2982170283794403,67
0.037808388471603394,0.5172810554504395,69
0.03965337947010994,0.2982170283794403,57
0.038355447351932526,0.2982170283794403,57
0.03653879836201668,0.2982170283794403,64
0.03580819070339203,0.40000638365745544,67
0.037369973957538605,0.429863303899765,62
0.03506641089916229,0.327743262052536,73
0.03472138196229935,0.4893243610858917,80
0.02731863223016262,0.1637735664844513,70
0.02697443589568138,0.1929377168416977,75
0.0390535444021225,0.5371549129486084,68
0.03367270156741142,0.3587367534637451,70
0.039946362376213074,0.5327490568161011,67
0.0251541156321764,0.121574766933918,78
0.031162505969405174,0.2982170283794403,69
0.03837641328573227,0.2982170283794403,69
0.03829558938741684,0.2982170283794403,69
0.03346645459532738,0.2982170283794403,70
0.03990928828716278,0.2982170283794403,68
0.04620705544948578,0.2982170283794403,57
0.03702749311923981,0.2982170283794403,77
0.04006770998239517,0.3666405975818634,65
0.03863409161567688,0.2982170283794403,72
0.03392970561981201,0.2982170283794403,77
0.031185392290353775,0.40000638365745544,73
0.0443694069981575,0.48622509837150574,61
0.03006340004503727,0.2982170283794403,84
0.03832821175456047,0.2982170283794403,70
0.035363033413887024,0.2982170283794403,72
0.031126685440540314,0.3587367534637451,86
0.0291165541857481,0.2982170283794403,79
0.028389785438776016,0.2631853222846985,71
0.03106343373656273,0.2982170283794403,81
0.03218867629766464,0.2982170283794403,73
0.038719914853572845,0.2982170283794403,67
0.03659900650382042,0.429863303899765,76
0.04339476674795151,0.2982170283794403,69
0.032218001782894135,0.2982170283794403,74
0.036338917911052704,0.375172883272171,77
0.04083804041147232,0.40780380368232727,74
0.047153767198324203,0.2982170283794403,59
0.04585392028093338,0.4080010950565338,68
0.042463209480047226,0.2982170283794403,64
0.04252989590167999,0.40000638365745544,67
0.034686148166656494,0.4412136673927307,68
0.03940221667289734,0.2982170283794403,69
0.03944854065775871,0.2982170283794403,71
0.03929606080055237,0.2982170283794403,73
0.04856500029563904,0.2982170283794403,62
0.04223063588142395,0.2982170283794403,65
0.03525850176811218,0.2982170283794403,73
0.04934140294790268,0.2982170283794403,60
0.03837660700082779,0.2982170283794403,65
0.04017707332968712,0.5388484001159668,71
0.040698014199733734,0.2982170283794403,63
0.045298535376787186,0.2982170283794403,69
0.035370197147130966,0.2982170283794403,72
0.034951724112033844,0.2982170283794403,69
0.03502604365348816,0.2982170283794403,71
0.054487019777297974,0.2982170283794403,55
0.04682517796754837,0.2982170283794403,58
0.03807324543595314,0.2982170283794403,64
0.05249632149934769,0.2982170283794403,69
0.05280207470059395,0.40000638365745544,72
0.04239743947982788,0.429863303899765,72
0.053114812821149826,0.6928640007972717,66
0.04790583997964859,0.429863303899765,62
0.0414077565073967,0.40000638365745544,80
0.057337287813425064,0.40000638365745544,60
0.047334302216768265,0.429863303899765,70
0.04691769927740097,0.2982170283794403,66
0.05774764344096184,0.429863303899765,71
0.04024045914411545,0.2982170283794403,76
0.043040938675403595,0.2982170283794403,74
0.04473400115966797,0.40000638365745544,76
0.05712113901972771,0.4878018796443939,62
0.05902025103569031,0.40000638365745544,59
0.040589045733213425,0.2982170283794403,73
0.04327269643545151,0.40000638365745544,68
0.07062516361474991,0.4878018796443939,59
0.054253727197647095,0.40000638365745544,58
0.06306196749210358,0.42077356576919556,58
0.04170912131667137,0.40000638365745544,67
0.03115437924861908,0.2982170283794403,72
0.048353347927331924,0.40000638365745544,67
0.053506795316934586,0.40000638365745544,62
0.057853180915117264,0.40000638365745544,57
0.04496791958808899,0.40000638365745544,66
0.0502496100962162,0.40000638365745544,65
0.07314178347587585,0.40000638365745544,56
0.045260410755872726,0.40000638365745544,66
0.04563147574663162,0.4893243610858917,60
0.05340844765305519,0.40000638365745544,70
0.05159146338701248,0.6928640007972717,72
0.07143674790859222,0.40000638365745544,61
0.06857923418283463,0.4878018796443939,59
0.06433962285518646,0.40000638365745544,58
0.055063605308532715,0.40000638365745544,60
0.06355941295623779,0.40000638365745544,62
0.07174317538738251,0.4878018796443939,55
0.09476017951965332,0.40000638365745544,51
0.09272246062755585,0.40000638365745544,44
0.09514641761779785,0.40000638365745544,54
0.07757425308227539,0.6928640007972717,67
0.08879892528057098,0.40000638365745544,45
0.08013720065355301,0.40000638365745544,59
0.10894791781902313,0.40000638365745544,43
0.11420416831970215,0.40000638365745544,58
0.12226138263940811,0.40000638365745544,36
0.11228997260332108,0.6928640007972717,49
0.09775480628013611,0.40000638365745544,50
0.10323000699281693,0.40000638365745544,53
0.11126270145177841,0.40000638365745544,59
0.07780081033706665,0.429863303899765,56
0.12260928750038147,0.429863303899765,47
0.102737657725811,0.429863303899765,55
0.13446283340454102,0.40000638365745544,49
0.19501721858978271,0.4893243610858917,31
0.1390181928873062,0.429863303899765,39
0.13302373886108398,0.40000638365745544,41
0.1356171816587448,0.429863303899765,44
0.1173967570066452,0.429863303899765,48
0.12547653913497925,0.4893243610858917,52
0.13804425299167633,0.429863303899765,51
0.1471634954214096,0.4878018796443939,50
0.1520739197731018,0.429863303899765,49
0.1534060835838318,0.6928640007972717,49
0.15784339606761932,0.6928640007972717,45
0.14679478108882904,0.6928640007972717,46
0.14438661932945251,0.6928640007972717,47
0.16822469234466553,0.6928640007972717,45
0.19614848494529724,0.6928640007972717,33
0.18229231238365173,0.6935344338417053,43
0.136430025100708,0.429863303899765,51
0.16421383619308472,0.4878018796443939,38
0.13641001284122467,0.42077356576919556,43
0.11625294387340546,0.429863303899765,59
0.13600262999534607,0.6928640007972717,42
0.17952153086662292,0.4878018796443939,41
0.13332194089889526,0.429863303899765,56
0.1598380208015442,0.429863303899765,44
0.14173850417137146,0.5327490568161011,53
0.1418721228837967,0.4878018796443939,47
0.14315345883369446,0.40000638365745544,43
0.15002095699310303,0.40000638365745544,36
0.15591853857040405,0.40000638365745544,47
0.1334758698940277,0.40000638365745544,48
0.1812368929386139,0.6935344338417053,42
0.1995820701122284,0.40000638365745544,33
0.19641244411468506,0.429863303899765,40
0.1902276873588562,0.429863303899765,37
0.22167104482650757,0.429863303899765,30
0.17987751960754395,0.429863303899765,39
0.17107798159122467,0.40000638365745544,37
0.20692208409309387,0.429863303899765,44
0.22480297088623047,0.40000638365745544,36
0.20831188559532166,0.429863303899765,38
0.23078136146068573,0.429863303899765,26
0.2344282865524292,0.6928640007972717,28
0.2213473916053772,0.429863303899765,29
0.22765502333641052,0.6928640007972717,36
0.2583353519439697,0.6928640007972717,29
0.2317994385957718,0.6928640007972717,36
0.21924453973770142,0.6928640007972717,29
0.19848978519439697,0.40000638365745544,37
0.22452537715435028,0.6928640007972717,23
0.24777984619140625,0.6928640007972717,31
0.2509883940219879,0.6928640007972717,33
0.22663149237632751,0.6928640007972717,33
0.26113396883010864,0.6928640007972717,29
0.28771430253982544,0.6928640007972717,30
0.3023316264152527,0.6928640007972717,29
0.40886056423187256,0.6928640007972717,25
0.3719211220741272,0.6928640007972717,26
0.39275121688842773,0.6928640007972717,32
0.4536815583705902,0.6928640007972717,30
0.4507010579109192,0.6928640007972717,32
0.5027682781219482,0.6928640007972717,30
0.5036155581474304,0.6928640007972717,27
