mean,top,invalid
0.1895168423652649,0.5094070434570312,47
0.17148861289024353,0.4504062235355377,54
0.16427239775657654,0.45887017250061035,60
0.17227968573570251,0.5572551488876343,54
0.14534610509872437,0.4969904124736786,65
0.1657501608133316,0.47987765073776245,56
0.1822727918624878,0.4969904124736786,54
0.1523669958114624,0.46525630354881287,60
0.16563603281974792,0.4930218458175659,56
0.163787841796875,0.4760182499885559,58
0.1962365061044693,0.49784693121910095,44
0.18055933713912964,0.5094070434570312,50
0.17211735248565674,0.4002859890460968,53
0.17204774916172028,0.4073971211910248,53
0.20586243271827698,0.8720808029174805,40
0.19177065789699554,0.45028427243232727,43
0.18186432123184204,0.6028416156768799,52
0.19986018538475037,0.8720808029174805,42
0.1472460776567459,0.450579971075058,64
0.17398416996002197,0.43351638317108154,55
0.20737013220787048,0.44536906480789185,41
0.15861384570598602,0.6812368035316467,56
0.1511307656764984,0.44104012846946716,63
0.19774913787841797,0.46819791197776794,44
0.17193806171417236,0.5094070434570312,57
0.16785697638988495,0.8720808029174805,61
0.19541315734386444,0.5470308065414429,45
0.18171966075897217,0.4510241150856018,50
0.21361011266708374,0.4969904124736786,37
0.1934656798839569,0.500552237033844,49
0.1862562745809555,0.5173476338386536,49
0.1749536693096161,0.5094070434570312,52
0.19791154563426971,0.5094070434570312,48
0.19560742378234863,0.8720808029174805,48
0.18048471212387085,0.4886215925216675,51
0.17871510982513428,0.4886215925216675,54
0.17989294230937958,0.4135162830352783,51
0.1467045545578003,0.4544854760169983,65
0.20134243369102478,0.8720808029174805,42
0.1750616729259491,0.4727349877357483,53
0.18145987391471863,0.450579971075058,50
0.19475725293159485,0.500552237033844,44
0.1762811541557312,0.4886215925216675,54
0.19194167852401733,0.4544854760169983,48
0.18196120858192444,0.450579971075058,47
0.19722504913806915,0.8720808029174805,46
0.20726649463176727,0.8720808029174805,43
0.208309143781662,0.8720808029174805,44
0.1789289265871048,0.641136646270752,48
0.18094968795776367,0.44571587443351746,52
0.22510173916816711,0.8720808029174805,34
0.20863854885101318,0.7694879770278931,42
0.19497188925743103,0.4614779055118561,43
0.20898699760437012,0.8720808029174805,42
0.1969829946756363,0.8720808029174805,46
0.18597355484962463,0.5470308065414429,49
0.20598828792572021,0.517971932888031,45
0.17639486491680145,0.5888184309005737,54
0.15938937664031982,0.8720808029174805,59
0.19608649611473083,0.8720808029174805,47
0.1887545883655548,0.45887017250061035,48
0.21597377955913544,0.5432924032211304,40
0.19688062369823456,0.5094070434570312,49
0.19055283069610596,0.8720808029174805,51
0.1976768970489502,0.5094070434570312,48
0.19554503262043,0.6028416156768799,45
0.19854210317134857,0.4974750578403473,46
0.20800261199474335,0.6028416156768799,45
0.24742892384529114,0.8720808029174805,33
0.23503567278385162,0.8720808029174805,38
0.20862054824829102,0.641136646270752,42
0.21404880285263062,0.8720808029174805,46
0.23729148507118225,0.8720808029174805,33
0.2121228128671646,0.8720808029174805,45
0.20206689834594727,0.8720808029174805,47
0.18856169283390045,0.5432924032211304,48
0.2125631868839264,0.8720808029174805,41
0.19973346590995789,0.8720808029174805,50
0.21702760457992554,0.8720808029174805,43
0.20633365213871002,0.8720808029174805,49
0.2238175868988037,0.8720808029174805,48
0.23218432068824768,0.8720808029174805,38
0.20430293679237366,0.8720808029174805,47
0.21465882658958435,0.8720808029174805,45
0.21634511649608612,0.8720808029174805,44
0.18968716263771057,0.8720808029174805,52
0.23296508193016052,0.8720808029174805,40
0.2093750238418579,0.8720808029174805,48
0.22928163409233093,0.8720808029174805,43
0.21627956628799438,0.8720808029174805,45
0.1973450779914856,0.8720808029174805,42
0.20010972023010254,0.8720808029174805,46
0.199053555727005,0.4510241150856018,41
0.20081371068954468,0.564809262752533,40
0.19763362407684326,0.45454949140548706,42
0.20533782243728638,0.6812368035316467,41
0.21190115809440613,0.8720808029174805,44
0.21568268537521362,0.8720808029174805,43
0.1880456954240799,0.8720808029174805,50
0.22053053975105286,0.8720808029174805,47
