Polynomial with Exponential Term_0_0,x - sinh(x),tensor(0.2089),-13.344025721072292
Polynomial with Exponential Term_0_1,2*x**3,tensor(0.2112),-12.942990782549815
Polynomial with Exponential Term_0_2,2*x**2*cos(x),tensor(0.2183),-11.826971669400598
Polynomial with Exponential Term_0_3,x/log(x),tensor(0.),0
Polynomial with Exponential Term_0_4,x**2*cos(5),tensor(0.2109),-12.99777338624945
Polynomial with Exponential Term_0_5,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fe0181439a0>>
Polynomial with Exponential Term_0_6,x*(2*x + 4),tensor(0.2266),-10.647326361787366
Polynomial with Exponential Term_0_7,4*x + sin(x),tensor(0.2119),-12.836648665277579
Polynomial with Exponential Term_0_8,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fdfb803a370>>
Polynomial with Exponential Term_0_9,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fdfd81ac940>>
Polynomial with Exponential Term_0_10,5*x/3,tensor(0.2118),-12.851700344473633
Polynomial with Exponential Term_0_11,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fdfb81e5a60>>
Polynomial with Exponential Term_0_12,4*log(x),tensor(0.),0
Polynomial with Exponential Term_0_13,exp(x) + sin(x),tensor(0.2356),-9.521679489013481
Polynomial with Exponential Term_0_14,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fe01808b6d0>>
Polynomial with Exponential Term_0_15,x + 6,tensor(0.4012),-1.2282002425018188
Polynomial with Exponential Term_0_16,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fdff81ab340>>
Polynomial with Exponential Term_0_17,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fdf907bd130>>
Polynomial with Exponential Term_0_18,-x**4 + x,tensor(0.2069),-13.698563406738407
Polynomial with Exponential Term_0_19,x**2 + x + 1/x,tensor(0.0836),-119.02782872805746
Polynomial with Exponential Term_0_20,16*x**6 + 44*x,tensor(0.0920),-96.36342436595638
Polynomial with Exponential Term_0_21,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fdf9065e2e0>>
Polynomial with Exponential Term_0_22,x*cos(4),tensor(0.2076),-13.563857575982068
Polynomial with Exponential Term_0_23,sqrt(x),tensor(0.),0
Polynomial with Exponential Term_0_24,5*x + 8,tensor(0.5837),0.4914327509152774
Polynomial with Exponential Term_0_25,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fdf9044f820>>
Polynomial with Exponential Term_0_26,x*(x + 5),tensor(0.2186),-11.776600872513002
Polynomial with Exponential Term_0_27,log(x),tensor(0.),0
Polynomial with Exponential Term_0_28,x*(x + exp(x)),tensor(0.2258),-10.757920954118502
Polynomial with Exponential Term_0_29,2*x**2 + 4*x,tensor(0.2266),-10.647326361787366
Polynomial with Exponential Term_0_30,4*log(x),tensor(0.),0
Polynomial with Exponential Term_0_31,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fdf9043efd0>>
