Polynomial with Exponential Term_0_0,-x*cos(x) + sin(x),tensor(0.2080),-13.505410996544793
Polynomial with Exponential Term_0_1,x**4 + 2*x,tensor(0.2135),-12.565807848818327
Polynomial with Exponential Term_0_2,-x + sin(x),tensor(0.2076),-13.574249001051259
Polynomial with Exponential Term_0_3,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e0681430>>
Polynomial with Exponential Term_0_4,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd528178130>>
Polynomial with Exponential Term_0_5,-3*atanh(x),tensor(0.1959),-15.85532382649847
Polynomial with Exponential Term_0_6,log(2*x**2),tensor(0.1887),-17.489665786183895
Polynomial with Exponential Term_0_7,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e06cffa0>>
Polynomial with Exponential Term_0_8,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e05763d0>>
Polynomial with Exponential Term_0_9,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd52803b490>>
Polynomial with Exponential Term_0_10,(x + 1)*cos(x),tensor(0.2237),-11.045587351987011
Polynomial with Exponential Term_0_11,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e0731040>>
Polynomial with Exponential Term_0_12,x*(4*x + 4),tensor(0.2379),-9.256840943610039
Polynomial with Exponential Term_0_13,-x + 2*exp(x),tensor(0.2611),-7.00811995961514
Polynomial with Exponential Term_0_14,3*x + 3,tensor(0.2798),-5.62702816893298
Polynomial with Exponential Term_0_15,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e06442e0>>
Polynomial with Exponential Term_0_16,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5680d5700>>
Polynomial with Exponential Term_0_17,6*x**5,tensor(0.2083),-13.441423087777261
Polynomial with Exponential Term_0_18,-x**2 + 2*x,tensor(0.2027),-14.48015509132869
Polynomial with Exponential Term_0_19,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e0376f40>>
Polynomial with Exponential Term_0_20,x*(-x*sin(1) + x),tensor(0.2087),-13.369197128535752
Polynomial with Exponential Term_0_21,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4cc1b80a0>>
Polynomial with Exponential Term_0_22,cos(x) + 2,tensor(0.2685),-6.422596561401686
Polynomial with Exponential Term_0_23,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4cc1ea7f0>>
Polynomial with Exponential Term_0_24,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e049aa00>>
Polynomial with Exponential Term_0_25,3*x + log(x),tensor(0.),0
Polynomial with Exponential Term_0_26,x**2*exp(-x),tensor(0.2151),-12.313444988745777
Polynomial with Exponential Term_0_27,4*x**4,tensor(0.2239),-11.016218811006567
Polynomial with Exponential Term_0_28,x*(x**2 + sin(x)),tensor(0.2145),-12.41551013814123
Polynomial with Exponential Term_0_29,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e03e4e50>>
Polynomial with Exponential Term_0_30,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e07ef850>>
Polynomial with Exponential Term_0_31,1/log(x),tensor(0.),0
Polynomial with Exponential Term_0_32,x**2 + x/2,tensor(0.2151),-12.322804746093187
Polynomial with Exponential Term_0_33,-1/x,tensor(0.1255),-47.58073529581451
