mean,top,invalid
0.17229950428009033,0.17554011940956116,0
0.17226262390613556,0.17554011940956116,0
0.17129240930080414,0.17554011940956116,0
0.16907107830047607,0.17554011940956116,1
0.16874556243419647,0.17554011940956116,0
0.16926641762256622,0.17554011940956116,0
0.17013520002365112,0.17554011940956116,0
0.17161217331886292,0.6272859573364258,0
0.16800731420516968,0.6876977682113647,3
0.16667917370796204,0.17554011940956116,2
0.1671391874551773,0.17554011940956116,1
0.16809579730033875,0.17554011940956116,0
0.16720885038375854,0.17554011940956116,2
0.17157962918281555,0.6876977682113647,0
0.16573002934455872,0.17554011940956116,2
0.1646394431591034,0.17554011940956116,3
0.1676260530948639,0.17554011940956116,1
0.17376136779785156,0.6876977682113647,0
0.17026980221271515,0.6272859573364258,1
0.17181462049484253,0.6876977682113647,0
0.17800332605838776,0.6876977682113647,0
0.17156052589416504,0.6876977682113647,0
0.1718958020210266,0.6876977682113647,0
0.17837612330913544,0.6876977682113647,1
0.19815587997436523,0.6876977682113647,1
0.20145002007484436,0.6876977682113647,1
0.20603758096694946,0.6876977682113647,0
0.2594614028930664,0.6272859573364258,1
0.4067912995815277,0.6272859573364258,0
0.4485163688659668,0.6272859573364258,0
0.5606418251991272,0.6272859573364258,0
0.5918266773223877,0.6876977682113647,0
0.5743345618247986,0.6876977682113647,0
0.602300226688385,0.6272859573364258,0
0.5908863544464111,0.6272859573364258,0
0.6099225878715515,0.6876977682113647,0
0.5991660356521606,0.6876977682113647,0
0.6024519205093384,0.6876977682113647,0
0.5830273628234863,0.6272859573364258,5
0.6012009382247925,0.6876977682113647,1
0.6201355457305908,0.6272859573364258,0
0.6200503706932068,0.6272859573364258,0
0.6128652095794678,0.6272859573364258,0
0.6166062951087952,0.6272859573364258,0
0.598791778087616,0.6272859573364258,0
0.6056706309318542,0.6272859573364258,0
0.5914549827575684,0.6272859573364258,0
0.6093894243240356,0.6272859573364258,0
0.5951296091079712,0.6272859573364258,0
0.5912083387374878,0.6272859573364258,0
0.5588862895965576,0.6272859573364258,0
0.5653241276741028,0.6272859573364258,3
0.5992605090141296,0.6272859573364258,0
0.6019960641860962,0.6272859573364258,0
0.6200945377349854,0.6272859573364258,0
0.6165398359298706,0.6272859573364258,0
0.6056643724441528,0.6272859573364258,0
0.6072104573249817,0.6876977682113647,2
0.6187554001808167,0.6876977682113647,0
0.623731255531311,0.6272859573364258,0
0.5699009299278259,0.6272859573364258,0
0.591331958770752,0.6272859573364258,0
0.6003282070159912,0.6272859573364258,0
0.6093717217445374,0.6272859573364258,0
0.6128999590873718,0.6272859573364258,0
0.6045297384262085,0.6272859573364258,1
0.6094304323196411,0.6272859573364258,0
0.6058927774429321,0.6272859573364258,0
0.5807088613510132,0.6272859573364258,0
0.6055533289909363,0.6272859573364258,0
0.6094096302986145,0.6272859573364258,0
0.5950667858123779,0.6272859573364258,0
0.5953007936477661,0.6876977682113647,0
0.5914859771728516,0.6272859573364258,0
0.5953965187072754,0.6876977682113647,0
0.5810332298278809,0.6272859573364258,0
0.6128116846084595,0.6272859573364258,0
0.6048123240470886,0.6876977682113647,1
0.5893007516860962,0.6272859573364258,2
0.6130307912826538,0.6272859573364258,0
0.5880300998687744,0.6272859573364258,0
0.5933994054794312,0.6272859573364258,1
0.6109099984169006,0.6529303193092346,0
0.614166259765625,0.6272859573364258,0
0.5844030976295471,0.6272859573364258,0
0.6059854030609131,0.6529303193092346,0
0.6083049774169922,0.6529303193092346,1
0.6056588888168335,0.6272859573364258,0
0.5452395677566528,0.6272859573364258,0
0.6200858950614929,0.6272859573364258,0
