Quadratic Equation_0_0,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d276f51c0>>
Quadratic Equation_0_1,x*(x + 1) + x,tensor(0.2843),-5.340332150356202
Quadratic Equation_0_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc060a00>>
Quadratic Equation_0_3,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d2776bf40>>
Quadratic Equation_0_4,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7e1c32ca00>>
Quadratic Equation_0_5,2*x*(x + sin(x)),tensor(0.3282),-3.1900834557516626
Quadratic Equation_0_6,x*(x**2 - x),tensor(0.2789),-5.683108344856514
Quadratic Equation_0_7,3*x**2/2,tensor(0.3064),-4.125228263602017
Quadratic Equation_0_8,x*(2*x + 3),tensor(0.2819),-5.485938523100317
Quadratic Equation_0_9,x*exp(4),tensor(0.0764),-145.00606664739493
Quadratic Equation_0_10,x*exp(6*x),tensor(0.0381),-634.8044469824387
Quadratic Equation_0_11,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d277e1040>>
Quadratic Equation_0_12,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d275dd0d0>>
Quadratic Equation_0_13,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d274adf10>>
Quadratic Equation_0_14,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d274adca0>>
Quadratic Equation_0_15,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d274ad0d0>>
Quadratic Equation_0_16,x**2*sin(5),tensor(0.2834),-5.394191538283806
Quadratic Equation_0_17,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d274adc40>>
Quadratic Equation_0_18,exp(2*x)/2,tensor(0.3037),-4.256015556459491
Quadratic Equation_0_19,x*(2 - x),tensor(0.2687),-6.404579405658833
Quadratic Equation_0_20,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc196430>>
Quadratic Equation_0_21,2*cosh(x),tensor(0.3687),-1.9322252826025492
Quadratic Equation_0_22,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc1f1070>>
Quadratic Equation_0_23,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d274b9df0>>
Quadratic Equation_0_24,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d27745fd0>>
Quadratic Equation_0_25,-2*x - log(x + 1),tensor(0.3214),-3.4590205919808508
Quadratic Equation_0_26,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d400604c0>>
Quadratic Equation_0_27,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d27629670>>
Quadratic Equation_0_28,2*x**2 + exp(x),tensor(0.3341),-2.972236388983656
Quadratic Equation_0_29,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d27727df0>>
Quadratic Equation_0_30,x**2*atan(x**2),tensor(0.2971),-4.595391633265154
Quadratic Equation_0_31,x*(x + 4) + x,tensor(0.2565),-7.402420333214421
Quadratic Equation_0_32,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d274b9d90>>
Quadratic Equation_0_33,1/log(x),tensor(0.),0
Quadratic Equation_0_34,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7e1c1ce040>>
Quadratic Equation_0_35,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d274d7820>>
Quadratic Equation_0_36,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d274d7b20>>
Quadratic Equation_0_37,9*x,tensor(0.2186),-11.776422082005395
Quadratic Equation_0_38,sqrt(x + 1),tensor(0.3137),-3.7848052632869953
Quadratic Equation_0_39,4*log(x + 4),tensor(0.4462),-0.5401828006937932
Quadratic Equation_0_40,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc173eb0>>
Quadratic Equation_0_41,(3*x + exp(x))/x,tensor(0.0173),-3225.571130235289
Quadratic Equation_0_42,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc0643a0>>
Quadratic Equation_0_43,x*(x**2 + x),tensor(0.2966),-4.623109208331602
Quadratic Equation_0_44,2*x + atanh(x),tensor(0.2637),-6.799025027241803
Quadratic Equation_0_45,x**2 + 2*x + exp(x),tensor(0.2994),-4.475092758509264
Quadratic Equation_0_46,2*x*(x + 5),tensor(0.2175),-11.942947924214536
Quadratic Equation_0_47,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d2750abe0>>
Quadratic Equation_0_48,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d2763c4c0>>
Quadratic Equation_0_49,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d27454a00>>
Quadratic Equation_0_50,x*(2*x + sin(x)),tensor(0.3197),-3.5275538724176316
Quadratic Equation_0_51,sin(4*x + 1)/2,tensor(0.2889),-5.058488356837522
Quadratic Equation_0_52,log(cos(x))/x,tensor(0.2962),-4.6456387517206235
Quadratic Equation_0_53,x**2*log(4),tensor(0.3053),-4.177605188888047
Quadratic Equation_0_54,x*(x + 4) + x,tensor(0.2565),-7.402420333214421
Quadratic Equation_0_55,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d273fdbe0>>
Quadratic Equation_0_56,-8*log(cos(x)),tensor(0.3338),-2.9824096807926823
Quadratic Equation_0_57,4*x*exp(x),tensor(0.2708),-6.249163258142649
Quadratic Equation_0_58,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d2764e9a0>>
Quadratic Equation_0_59,sin(x + 2),tensor(0.3172),-3.6319063556175974
Quadratic Equation_0_60,x/(x + 1),tensor(0.0061),-26732.669513493398
Quadratic Equation_0_61,x*(x + 5)/2,tensor(0.2760),-5.883445207212282
Quadratic Equation_0_62,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d403a7a30>>
Quadratic Equation_0_63,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d8c17bfa0>>
Quadratic Equation_0_64,x**5/5,tensor(0.2916),-4.900984223727278
Quadratic Equation_0_65,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d4039ed00>>
Quadratic Equation_0_66,3*x**2/2,tensor(0.3064),-4.125228263602017
Quadratic Equation_0_67,3*log(2*x + 1)/2,tensor(0.),0
Quadratic Equation_0_68,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc0679d0>>
Quadratic Equation_0_69,x + atan(x),tensor(0.2777),-5.767761652228489
Quadratic Equation_0_70,x + exp(2),tensor(0.4454),-0.5508093496030892
Quadratic Equation_0_71,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d2763ef70>>
Quadratic Equation_0_72,tan(2*x),tensor(0.0249),-1537.063539684356
Quadratic Equation_0_73,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d274d7bb0>>
Quadratic Equation_0_74,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d275fe9a0>>
Quadratic Equation_0_75,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d4018f280>>
Quadratic Equation_0_76,x/sin(3),tensor(0.2335),-9.771774745863407
Quadratic Equation_0_77,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc0e4970>>
Quadratic Equation_0_78,sin(x + 4),tensor(0.2795),-5.646512084446863
Quadratic Equation_0_79,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d4008d1c0>>
Quadratic Equation_0_80,(x + sin(x))**2,tensor(0.3266),-3.2511234116010623
Quadratic Equation_0_81,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d274f74c0>>
Quadratic Equation_0_82,-3/(2*x**2),tensor(1.1544e-06),-750440298709.6582
Quadratic Equation_0_83,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d27629f70>>
Quadratic Equation_0_84,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc0e2610>>
Quadratic Equation_0_85,x**3*(x + 2),tensor(0.2879),-5.115557960038184
Quadratic Equation_0_86,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d27629370>>
Quadratic Equation_0_87,x**2/2,tensor(0.2969),-4.606811591521211
Quadratic Equation_0_88,exp(x)/4,tensor(0.2981),-4.5421439123842156
Quadratic Equation_0_89,x**2,tensor(0.3016),-4.360111281318964
Quadratic Equation_0_90,exp(2*x),tensor(0.3082),-4.039895493477936
Quadratic Equation_0_91,x + sin(5),tensor(0.2625),-6.890255468668738
Quadratic Equation_0_92,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc0d3e20>>
Quadratic Equation_0_93,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d4021daf0>>
